@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
bien, ' Avis sur My Canal Super application , il ne manque que la compatibilité avec Chromecast . En espérant que cette évolution arrivera bientôt . '
mauvais, ' Médiocre Inutilisable depuis la dernière mise à jour , se plante avec une erreur d\' authentification . Ergonomie moyenne , qualité de streaming aléatoire mais vers du mieux , replay limité à 40 secondes ( ! ! ! ) , publicités et permissions suspectes . '
bien, ' Mise a jour pour Android 5.0 Merci aux développeurs pour leur réactivité ! L\' appli est désormais compatible avec Lollipop ! '
bien, ' Excellent Utilisateur FreeMobile : Fonctionne même sous certaine antenne en itinerance Orange ! Idéal pour regarder la tv ou revoir en replay dans un bled paumé durant la pause du midi ? '
mauvais, ' Synchronisation problème Annonce de synchronisation réussie mais la télécommande ne fonctionne pas '
bien, ' Pas de soucis Depuis le début je l\' ai sur plusieurs support tout a toujours bien fonctionner et j\' adore la nouvelle option de téléchargement '
bien, ' Nexus 5/5.0 Au top maintenant . '
bien, ' Fonctionne de nouveau sur Android 5.0 Bravo pour la réactivité de l\' équipe mycanal . L\' application est proche de la perfection il ne manquerait plus que la compatibilité avec chromecast ; ) '
bien, ' Très bonne appli Vive la concurrence ! Très bonne appli qui permets de bien profiter de canal plus 5 étoiles . L\' arrivée de la concurrence a eu un effet bénéfique sur le développement de cette appli . '
bien, ' Bien mieux que la version windows 8 . '
bien, ' Ne fonctionne pas pour le live depuis dernière mise a jour su nexus 10 . A quoi serve les test de non régression ? passage sous Android 5 et a nouveau plus rien qui marche ? OK avec mise a jour du 20/11/14 '
bien, ' L\' appli qu\' il vous faut Fonctionne très trètrès trèssstrès bien sur Samsung tab et note 2 ou 3 ! ! ! On ne peut plis s \' en passer . '
bien, ' Fonctionne à nouveau Mise à jour pour Lolipop plutôt rapide . Tout semble fonctionner nickel . Merci '
mauvais, ' Ne fonctionne toujours pas version 20 nov Marche super bien sur version 4.4 mais sur ma nexus 9 avec version 5 android ne fonctionne plus . Vite l adaptation svp pour cette option payante de canal . Ne fonctionne toujours pas avec la version du 20 novembre '
mauvais, ' Maj Depuis la maj je n\' ai plus accès aux films et aux séries à la demande pourtant tout marchait bien avant ! Ça ne sert à rien d\' offrir canalplay si c\' est pour bloquer les films sur mycanal pourtant ça allait sue mon galaxy s5 '
bien, ' Du travail propre Ca ne bug jamais , intuitif , pratique , mis a jour reguliere franchement pour le coup chapeau , l\' appli la plus fonctionelle de ma tablette '
bien, ' Vivement Chromecast Génial la mise à jour de myCANAL ! Tout fonctionne comme sur des roulettes , interface épuré et fonctionnelle , merci ! '
bien, ' Impeccable Bien content de pouvoir suivre la L1 même quand je ne suis pas chez moi ! ! '
bien, ' Ultra efficace Pour consulter une grille tv ya pas mieux et en tant qu\' abonne c\' est le top . On peut regarder la tv et même la vod ... Le bouquet canal partout où on va ... '
bien, ' Très bonne application ! Cette application me fait accepter plus facilement le prix de l abonnement que je trouvais excessif pour une utilisation unique sur la télévision du salon ! '
bien, ' Cool ! Maintenant que les sous-titres ont une taille correcte , mon principal problème est résolu . La dernière étoile quand il y aura le support chromecast ! '
mauvais, ' probleme depuis la mise a jour impossible d ouvrir l application l ecran reste en noir malgre mais desinstallations et reinstallations de l application ... merci de remedier a ce soucis . '
neutre, ' Nexus 7 2013 PB de micro saccades intempestives et récurrentes ... . . qui deviennent pénibles a supporter ... . en revanche au top avec mon iPhone 4 toujours en wifi ... . . pourquoi ? Je ne sais plus quoi faire ! '
mauvais, ' Version du 20/11 J\' ai testé la nouvelle version hier soir : j\' ai telechargé des épisodes ( très bien ) ensuite j\' ai voulu en regarder un , au bout d\' une dizaine de minutes de gros lags sont apparus , de plus en plus fréquents et longs . J\' ai donc arrêté l\' épisode pour le relancer , impossible de naviguer avec la barre pour reprendre la ou je m\' étais arrêté . Je passe donc à l\' épisode suivant , même punition , l\' épisode à fini par s\' arrêter tout seul . J\' ai voulu faire un autre test ce matin , mes épisodes telechargés on disparu ... '
bien, ' Nexus 5 lollipop Fonctionne parfaitement : accès au direct fluide , les programmes a la demande sont très facilement accessibles et la navigation très simple , super ! Fonctionne aussi maintenant parfaitement sous lolipop . '
mauvais, ' Ne fonctionne pas sur LG G3 ... Quand je lance l\' appli , elle me dit : " Désolé , un problème technique à été détecté , veuillez réessayer plus tard ... " Je suis sur Android 4.4.2 Edit depuis le 21/11/2014 avec la nouvelle appli : toujours pareil ! ! ! '
mauvais, ' Bug sur galaxy tab 2 Depuis la derniere mise a jour le live ne fonctionne plus correctement , impossible de zapper entre les differentes chaines sans que l appli ne se ferme systematiquement . Meme en desinstallant et reinstallant l appli ca ne fonctionne pas . '
bien, ' Brouillon La vision des programmes est aisée et agréable . Enregistrements faciles maintenant . Je pourrai mettre plus d\' étoiles lorsque les programmes seront visibles hors de métropole car cela me prive de l\' abonnement presque 2 mois/an '
neutre, ' Pourrait être une très bonne application si il ni avait pas tous c\' est beug c\' est vraiment gavant de pas pouvoir regarder un film sans que ce dernier ce coupe donc à chaque fois faut redémarré ! Du coup que 3 étoiles ( sony z1 ) '
mauvais, ' Pas de sous titres ! Vivement netflix . L\' application indique VOST , mais quand on regarde un film ou série sur chromecast , c\' est de la VO , mais sans sous-titres ! Donc pas de la VOST ... Limite pub mensongère . Rajoutez a ça les plantages toutes les 30 minutes sur les films et la qualité d\' image très moyenne ... On attend netflix avec impatience pour secouer un peu Canalsat . '
neutre, ' Instable pour le moment Cette application serait merveilleuve si elle n\' était pas si instable . Elle plante souvent au lancement des films , obligé d\' insister ou d\' abandonner ... '
mauvais, ' Chromecast Le rendu n est pas a la hauteur si cette aplication ne peut pas diffuser le chromecast qu elle ne le propose pas de plus de nombreux bug son toujours présent . Mise a jour urgente . Malgré de nombreux plaint rien n est améliorée soi une prise en main de cette aplication soi son retrait du play store '
mauvais, ' Stéphane P. A quand la compatibilité avec le Nexus 5 et la version 5.0 d\' Android Lollipop ? ? C\' est frustrant d\' être abonné et de ne pas pouvoir l\' utiliser convenablement ... '
mauvais, ' ATTENTION ARNAQUE DESABONNEMENT IMPOSSIBLE ! ! ! Fou de rage ! je veux supendre mon abonnement ( 1 mois essai gratuit ) rubrique mon compte service indisponible depuis plusieurs jours resultat il mon facturer et reconduit un mois de plus et le comble je n\' est pas vu un seul film belle arnaque merci canal . J\' ai contacté le service client par chat ils me disent qu\' il faut aller sur Google wallet pour se désabonner alors que le service est indisponible en France donc il est impossible de se désabonner je vous conseille fortement de réfléchir avant de prendre la période d\' essai gratuit vu que les mois suivant vous allez être automatiquement facturer . et en plus même ils repondent pas . bande de sale arnaqueur . '
mauvais, ' Bug htc one m8 J\' ai un abonnement mais je peux même pas créé de compte multi écran quand je choisi l\' opérateur ya que la moitié de la page qui s\' affiche ya le choix de des opérateurs l\' autre côté c\' est noir et à l\' inscription sur ordinateur quand je rentre la référence clients il marque code identifiant invalide pourtant c\' est le bon faite quelque chose '
mauvais, ' Pourquoi ? Où est passé Breaking Bad ? Vous poussez au telechargement illegal c\' est pas bien . Appli qui bug en permanence avec des films et series plus useless les unes que les autres gros GG a ceux qui ce sont abonné , z\'etes des pigeons . '
mauvais, ' Blindé de bugs L\' application s\' arrête 1 fois sur 3 au bout de 10 ou 15 mn whaou et en plus on paye pour un choix bien plus varié niveau séries que films ! ! ! '
mauvais, ' Nul Gros beug qui empêche de regarder un film plus d\' une minute . Et il faudrait mettre à jour la suite des séries , notamment Pretty little liars et violetta ! '
mauvais, ' Canalplay Je déteste il ne fait que de beugué je suis en période d\' essais de 3mois grâce à ma tab S je viens à peine de souscrire mais sa me gave déjà on entend que les gens parler et l\' image est noir ou elle est bloqué il faut toujours essayer de se connecter ultérieurement on ne sais pk ou l\' application s\' arrête toute seule pff c\' est décevant car c\' est un bon concept ne payer pas pour sa moi j\' attends que les 3 mois soit fini et je résilie '
mauvais, ' Déjà il n\' y a pas de films sortis récemment , ensuite même certains sortis il y a quelques années ( et assez connus ) sont introuvables . Et je ne parle même pas de ces crashs répétés nous obligeant à rouvrir l\' application ... '
mauvais, ' Bug bug Impossible de regarder une série sans que le applications bugue et ce sur 3 appareils différents . ... heureusement le mois de essai est gratuit '
mauvais, ' Appli Truffée de bug Je rejoins les autres commentaires . Cette application est inutilisable . Je vais résilier mon abonnement . Dommage , voyons ce que la concurrence propose et comparons ! '
mauvais, ' En wifi impeccable vous pouvez enchaîner les vidéos sans problème en plus avec le Chromecast c\' est au top pour vision en grand écran ! Par contre en mobilité ça se complique , en 3G/4G pas de souci les vidéos tournent bien. . par contre en 2 films ou 4 épisodes le forfait en débit maximubm explose ! ! Ce qui rend l\' utilisation en mobilité " impossible " . La possibilité de télécharger chez soi en wifi pour visionnage hors connexion serait un vrai plus ! ! '
bien, ' Très bonne application très utiles trop de critiques , si l\' application vous plait pas allez ailleurs soyez déjà content qui est une période gratuite allez payer chez les autres sites comme des pigeaon Bravo Canal + '
mauvais, ' Plantages à répétition En offre avec la Samsung tab S. Plantages réguliers sur films et series . Un peu à la ramasse sur le délai de disponibilité des saisons . Interface sympa . A ameliorer '
mauvais, ' Arnaque Une fois inscrit on peut pas ce désinscrire tout fonctionne sauf cette fonction qui marque service indisponible pour nous obliger à payer une honte '
bien, ' Perfectible Application très correcte . Seulement un bug en 2 semaine d\' utilisation(application qui se quitte ) mais pas en lecture de vidéo donc rien de grave . Abonnement pas cher et made in France donc je resterais ici plutôt qu\' aller chez netflix . Un contenu que j\' avais trouvé très léger il y a deux ans mais toujours peu d\' ajout d\' interet à mon goût '
mauvais, ' Bug enorme Je veux regarde une serie donc j apui sur regarde et la soit ma tablette redemarre soit sa me mets canalplay ses areter il faut coriger sa et vite ! '
mauvais, ' On vire les series comme ça ... Aucune date de fin de disponibilité des series du coup , moi qui avait commencé breaking bad je peux pas voir la suite ... j\' etait vraiment tenter par ce service VoD mais non ... je vais faire comme avant : piratage . L\' offre vod est vraiment trop naze en France faut pas s \' étonné que les gens pirates les series . '
mauvais, ' IMPOSSIBLE DE VOIR UN SEUL FILM SAMSUNG GALAXY TAB S ! ! ! ! ! ! ! Vous parlez d\' une super application ! A 1 mètre de ma box super signal wiki mais aucune image canal play ! ! ! Ça mouliné ça mouline à font mais pas un seul vision âge possible ! Doit faire une allergie à la samsung galaxy Tab S ! ! ! ! ! ! ! ! ! Bon bin c\' est plié pour annulationous direct dommage je l\' aurais bien gardé même si vraiment bcp de vieux film dans la bibliothèque . ... ... . '
neutre, ' Manque encore Il manque un historique , lorsqu\' on suit une série ce serait bien d\' avoir une trace du dernier visionage . Aussi un petit bug sur mon Note 4 , si on fait pause ou si on revient en arrière alors il faut remettre le téléphone en vertical sinon l\' application crash en horizontale . '
neutre, ' MAJ D\' URGENCE ! ! ! ! arrête pas de cracher , des que je met un film l\' application se ferme on peut même pas regarder quelque chose ! ! ! a régler assez vite parce que j\' ai pas envie de payer 8 euros par mois pour rien sinon y a pas mal de choix tout est bien même le prix n\' est pas trop cher j\' ai mis deux étoiles car tout est parfait sauf les beugue et si on arrive pas à regarder un film via cette application bah ... sa sert a rien ... à régler vite sinon je changerai d\' appli ! ! ! ps : à quand le mode hors connections ? : ) '
bien, ' A la hauteur des attentes On retrouve les series , QQ films mais pas assez ( recents ) a mon goût '
neutre, ' Galaxy Note 4 Un gros plantage régulier fait fermer l\' application . Pouvez vous réglez ce problème merci . '
mauvais, ' Plantage a gogo C pas sérieux pour un abonnement a 10 eur de pas pouvoir regarder 1 dessin animé de 10 minutes sans plantage ! ! ! '
mauvais, ' Trop de plantages Il faut lancer l\' application au moins 5 fois pour que cela fonctionne . Quand au vidéo , c\' est pire . A corriger d\' urgence ! '
mauvais, ' Un bug qui fait que elle ne sert a rien Pour créer mon compte impossible . La moutier de la page côté droit est noir impossible de valider quoi que ce soit '
mauvais, ' Une grosse merde J\' ai réinstaller mon téléphone pour l occasion car le canalplay se coupait sans raison . Il bug toujours autant . Les dev devraient vraiment s inquiéter car vivement netflix . '
bien, ' Payant Je mettre rais une étoile de plus parce-que il faut payer ! Moi mes parent n\' emmène pas qu\' on paye des chose et il faut s\' abonner moi j\' ai pas le droit ! Merci ci vous pouvez faire ça ! : - ) '
mauvais, ' A fuir ! ! Difficultés de connexion , séries retirées du catalogue sans préavis . Bref on vous appate avec un mois gratuit , mais ça retombe vite fait . Vivement Netflix que les opérateurs français se secouent un peu . '
mauvais, ' Pas de reprise lecture Un comble pour ce genre de service . On ne peut pas stopper la visualisation pour la continuer plus tard . Le film recommence depuis le début . Il faut rajouter cette option comme commencer la lecture sur un mobile et la continuer sur la tablette comme le fait Netflix . Pas d\' option pour lire en continu les épisodes d\' une série comme Netflix Le catalogue est aussi pauvre que Netflix , les séries ne sont pas complète . Exemple : 5 saisons sur 7 pour Thé Bing Bang Theory '
mauvais, ' Bugs à corriger d\' urgence Ça bug , les vidéos se coupent en plein milieu , c\' est très ch ... . De plus , lors d\' un visionnage , il reste en haut de l\' écran un bandeau avec le titre et une loupe de recherche . C\' est encore plus ch ... . C\' est quand vous voulez pour les corrections . Samsung Tab 10.1 '
mauvais, ' Nul Paies tes séries où il n\' y a pas toutes les saisons et tes vieux films vu et revu ... De la merde '
mauvais, ' Mauvais Appli beuguée . Catalogue sans interet . Meme les serie de canal sont pas dispo ( mafiosa , braquo . . )sans parler des series ou il y a qu une seule saison ( 24h ) pas de reprise de la lecture pas de suivi des ep vus ... je retourne a netflix sans hesiter '
mauvais, ' Inutilisable App tellement beugué qu\' elle en devient inutilisable , s\' il été possible de ne pas mettre d\' étoiles ... 24h d\' abonnement , je fini même pas mes 30 jours d\' essais ... Je résilie '
bien, ' Il faut juste un compte canal Avec cette appli vous pouvez voir toutes les série avant qu\' elle soit diffusé à la télé et d\' autres déjà passé que vous voulez revoir mais des fois elle part quand elles ne sont plus diffusés à la télé mais je vous conseille vraiment cette application malgré les petits bugs interrompre nous films et séries '
mauvais, ' Franchement déçu Le mois dernier j\' avais testé le service et commencé à regarder breaking bad . On est le 15/09/14 je me reabonne et paf , plus de breaking bad . Tant pis je vais tester Netflix '
mauvais, ' Trop de bug . Impossible de regarder un episode de serie en entier . L\' appli se ferme sans cesse . Payer un abonement pour ne pas avoir 23 minutes d\' episode sans coupure c\' est un scandal '
mauvais, ' Minable ... C\' est vraiment petit , cette politique d\' attirer la clientèle avec de pseudo promotions et e-chèques , qui ne sont plus générés par cette appli . On se moque vraiment de nous ... La concurrence existe heureusement , et Carrefour va se mordre les doigts à force de prendre ses clients pour des c*** . '
neutre, ' Consomme de la batterie Depuis la mise à jour , c\' est l\' appli qui consomme le plus de batterie sur mon téléphone , même quand je ne m\' en sers pas ... A corriger '
mauvais, ' Nouvelle version ... Mais toujours pas de version tablette ( ou de format paysage ) '
mauvais, ' Bug bug La dernière mise à joue est encore pire que la précédente Hyper nulle L ancienne version était bien mieux Impossible d editer les cheques fidélité obligé de galerer à chaque fois Je songe sérieusement à changer de magasin Ca commence à me prendre la tête tous ces bugs '
mauvais, ' Nul pour pas utiliser les E chèques '
mauvais, ' Informaticiens incompetents Depuis la mise a jour cette semaine , plus moyen d\' éditer un e-cheque en direct à la caisse . Ou sont mes 49,55 euros . Un message dit que l\' on ne peut pas editer plus d\' un cheque par jour ... mais le premier ne s \' affiche deja pas ! ! ! ! Une honte ! ! ! Arrêtez les mises a jour minables par pitié ! ! ! ! ! '
mauvais, ' Bug pénalisant Impossible d\' éditer l\' e-chèque ni même d\' ouvrir mon compte depuis la mise à jour cette semaine . C 1 gros problème lorsqu\' à la caisse on compte sur ce chèque ! ! ! '
mauvais, ' Problème avec les e chèques Les e chèques ne sont plus disponibles aussitôt . Donc impossible de le faire à la caisse et les utiliser directement . Donc cette application perd son intérêt . Grosse régression par rapport à la version précédente . '
mauvais, ' Beug A chaque e-cheque créé il es dispo k le lendemain sur mon samsung s4 alors k sur iphone c est direct '
mauvais, ' Mise à jour à remettre à jour Oué l\' ancienne version était mieux les e-chèques apparaissaient tout de suite dès que l\' on en créer un en caisse ... là rien n\' arrive ou alors 24h après c\' est naze ... Appli à revoir '
mauvais, ' Honte a carrefour ! ! ! Trop de notifications Impossible de desactiver les notifications ! Le client doit avoir le choix et ne pas subir les pub ! Et en plus les cheques fidelités ne sont plus disponible immediatement ! Dommage je vais devoir allez chez vos concurrents ! '
mauvais, ' Trop de bugs ... Les e-cheques ne sont plus utilisables à la demande , ce qui est contre productif . Le service de localisation ne s\' arrête pas tout seul lorsqu\' on quitte l\' appli . Les pop-up de pub sont trop envahissants . '
neutre, ' Probleme depuis leur nouvelle mise à jour Impossible de creer son chèque fidélité il n apparaît que 24 h après la création sur l application et cela depuis dimanche merci de faire le nécessaire pour que tt redevienne normal '
mauvais, ' Plus de création e-chèque en direct Bonjour depuis la mise à jour . J ai un Samsung galaxy s4 mini . Il n est plus possible de créer des e-chèque directement lors du passage en caisse . Cette application perd de son intérêt . Pouvez régler le problème '
mauvais, ' Arrêtez de faire des mises a jour Depuis la dernière mise à jour plus moyen d\' éditer un chèque fidélité. . L\' application me dit que le chèque a déjà été créé ce jour mais rien a été édité . Résultât j\' ai payer plein pot à la caisse merci Carrefour '
neutre, ' Pb e cheque Je viens de créer un e chèque et je n\' ai rien reçu ? Avant ça fonctionnait ... ! Et l\' application me dit chèque créé aujourd\'hui , donc impossible de renouveler l\' opération . Chèque créer dans l\' application 1 jour après . En espérant que se soit un problème résolu car avant c\' était immédiat . '
bien, ' Super la nouvelle version ! J\' aime bien l\' animation des catalogue mais cela pixellise un peu sur mon téléphone . '
bien, ' Nette amelioration Bravo superbe interface digne d\' un tel groupe comme carrefour '
mauvais, ' déception depuis la dernière mise à jour , plus possible d\' éditer un chèque réduction ni de voir le code barre de ma carte fidélité ... '
mauvais, ' Depuis la mise à jour impossible de faire un e-chèque en caisse car cela ne marche pas , le chèque s\' édite 1h après ( littéralement ) , on ne peut pas savoir combien on va dépenser en avance ! Du gros n\' importe quoi ! '
mauvais, ' Edition de e-cheque impossible depuis la mise à jour La seule fonction utilisée ( et vraiment utile sur un telephone ) sur cette application ne fonctions plus . Comment utiliser l\' argent sur mon compte PASS . Notification gênante non désactivable et non paramétrables . Monte en memoire au démarrage du tel . sans sollicitation . Catalogue inutilisable car texte illisible sur smartphone . Pas moyen de faire une liste de course . Une aide pour trouver les articles dans un magasin ( surtout les promo ) et leur disponibilité serait intéressante . '
bien, ' très bien plus de e chèque à imprimer ni à mettre sur son portable tout ce fait à la caisse avec le code secret que l. on a bravo carefour '
neutre, ' Mise a jour ... comment dire les cheques fidelités arrivent 3 h apres ... ... No comment quand ont arrivent en caisse et qu\' ont le crée dommage ça allais si bien avant à rectifier ! ! '
mauvais, ' Galaxy s3 4g ; nouvelle version deplorable. . on crée le cheque et il napparait pas mais le compte est debité il me manque juste.30€ ! Comment c poddible de mettre a jours des versions daubés ! ! ! Inadmissible ! ! Je vais appeller en direct et ca va chauffer ! '
bien, ' Presque parfait ! L\' application est très bien mais ... L\' affichage des catalogues est de très mauvaise qualité , c\' est quasiment illisible &gt ; &lt ; " '
neutre, ' Dommage que l\' on ne puisse voir qu\' une carte de fidélité à la fois . On devrait pouvoir basculer de l\' une à l\' autre sans remplacer la précédente en l\' oubliant '
mauvais, ' Pourri Sa fait très longtemps que j\' utilisais cette application je la trouvai super même si elle bugai assez souvent mais la on peut plus présenter un chèque de fidélité en caisse à quoi sert cette application si le seul truc super ne marche plus '
mauvais, ' Pas cool Peux plus faire de cheques fidélités en direct 159 euros dessus que je souhaitais me servir aujourd\'hui '
mauvais, ' Où est mon chèque ? ? ? ? ? ? Je n\' ai plus d\' imprimante , je demande mon code pour aller à la borne , on m\' envoie 5 chiffre alors que la borne en veut 4 . J\' ai besoin de mon chèque de 28 euros . Je téléchargé l\' appli . Je veux créer un chèque , chèque créé ... Oui ? ? ? ? Où ça ? ? ? ? ? Je re tente . Non pas plus d\' un chèque par jour . Je cherche le numéro de carrefour fidélité , 0.15 + surcout , au bout de qques minutes , oups rappelez . C\' est quoi ce bazar ? ? ? ? ? ? Où trouver mon chèque ? ? ? '
mauvais, ' Le chèque fidélité ne s\' édite pas ! ! ! Ça marchait très bien avant . Aujourd\'hui en caisse impossible d\' éditer le chèque fidélité sur l\' application. . Obligé de laisser mon caddie et d\' aller a une borne carrefour pour faire une édition papier. . J\' ai mis 15min pour payer mon caddie ! ! Je ne comprends pas qu\' une application soit mise à jour sans contrôle de son bon fonctionnement ! ! '
mauvais, ' A revoir très vite ! ! ! ! Plus possible d\' éditer un e chèque en caisse ! ! Pourtant ça fonctionnait très bien auparavant ... . . A croire que c\' est fait exprès ! '
mauvais, ' E chèque Depuis dernière mise a jour impossible de créé un e chèque ! Très agréable au moment de payer ! Application qui pert sa fonction première dommage ... '
mauvais, ' Problème avec les e chèques aussi ... Pas moyen de créer un e chèque ... Vivement un correctif ... . '
mauvais, ' Ne sert plus à rien Plus possible d\' utiliser les chèques que l\' on cré ... obligé d\' avoir un 2eme tel avec l\' appli pour utiliser le chèque ... super ... '
mauvais, ' Une arnaque Encore une fois chez carrefour quand quelque chose fonctionne et bien on le modifie ! Impossible d éditer mon chèque fidélité de 60 euros ... alors pour débiter mon compte pas de problème , mais pour se servir des chèques fidélités , plus moyen ... cela s \' appelle de l escroquerie . . . on devrait avoir des compensations pour ces anomalies de fonctionnement . Je ne sais pas pour vous , mais moi carrefour ne me fait aucun cadeau et je dois regler en temps et en heure ... ça doit être valable pour eux aussi non ? '
mauvais, ' Absurde A l\' heure où les concurrents facilitent l\' usage du smartphone , carrefour met fin à l\' édition des chèques numériques . Ne sert plus à rien . '
mauvais, ' C de la daube ! Mise a jour nulle . Remettez nous l ancienne appli vite . Vs etes co ... . quoi ! ! ! ! Je viens de voir le dernier catalogue sur internet mais pas sur lappli -&gt ; &gt ; &gt ; NULLLL '
mauvais, ' Devenu inutile On peut plus voir les echeques , la principale fonction pourtant . '
bien, ' Très satisfait Application qui fonctionne très bien sur LG G2 , très utile pour consulté le catalogue promo sur son portable ! '
neutre, ' Manque de fluidité On a du mal a s\' y retrouver . '
bien, ' Superbe ! Je suis très content de l\' application dommage que quand on met de la musique il y a des musiques indisponibles '
bien, ' C\' est génial. . ?? Cette application est superbe je peux faire toute sorte de vidéo . . Merci flipagram . ! ! ??? '
bien, ' Trop Cette application est très bien puis c\' est simple de s\' en servir je trouve que c\' est trop bien quand je mennnuis vraiment je fait des film . Personnellement si vous hésitez à telecharger l\' application n\' hésitez plus telecharger la . Aurevoir '
bien, ' Super ????? Cette application est génial j\' aime beaucoup et je m\' en sert presque tous les jours vous méritez 5? ????? '
bien, ' TOP? C trop bien ! Je viens d\' avoir l\' appli donc pour l\' instant y\'a pas de probleme/bug . donc pour moi c parfait? '
bien, ' Rien n\' a sire tmtc Trop bien et je pense que cette à pli saura ma vida '
bien, ' Trop bien ! Le seul problème est que je ne peut pas avoir les musiques que je veux mais sinon cest trop bien ! ! '
mauvais, ' Dommage Cette application a l\' air bien mais il faut payer bon d\'accord c\' est 2€ mais comment il font les moins de 16 ans ou tout simplement ce qui n\' ont pas de carte de paiement ? Eh bah on pas utilisé l\' applie ! '
bien, ' J adore Rien a dire trop bien et je vous conseille ce flipagram kiss ce qui ont inventés ça ? '
bien, ' J\' adore rien a dire sauf les musiques gratuit qui ne sont pas asser longue : / '
bien, ' Exellent Permet de faire des vidéos sur instagram ‚ c génial ! passez voir mon compte installé mon pseudo c draynna '
bien, ' J\' adore L\' application est parfaite mais quand je regarde la vidéo ca devient tout vers et apres je vois rien mais la musique et les photo continue cest juste l\' image qui deviens vert ca se embêtant même sur instagram ca fait vert avec deux photo ca marche mais avec plus ca beug cest embêtant essayer de changer a la maj?? '
bien, ' Tablette lazer J\' ai bien aimer c\' est tres bien sa ne beug pas : - ) '
bien, ' J\' adore cet apli tous simplement pas de pub sa beug pas j\' adore ! '
neutre, ' Pas mal mais Andd jessaye de partager quand j\' appuie sur partager sa me met rien '
bien, ' Flipagram C est genial mais on entend pas la musique et c nul '
neutre, ' J\' aime lapplication mais je peut pas mettre trop de photos sinon lapplication se ferme et je dois tout recommencer . meme quand je met pas tant de photos sa fait sa '
bien, ' J\' ai adore C\' est super cool presque aucune appli est comme sa '
bien, ' Sert beaucoup J\' adore on peut mettre des photo et le transformer en genre de film . j\' adore ! ! '
bien, ' Genial Tres bonne application tres peu de bug sur samsung galaxy trend '
bien, ' Super Trop trop bien mais sa ne marche pas sur les portables '
bien, ' Parfait Parfait je fait des diapo de tout mes souvenir j\' aime bien ... . '
bien, ' Cool Cool '
bien, ' j\' adore c\' est tellement bien dommage que les musique dure 30 secondes ... &lt ; 3&lt ; 3&lt ; 3 '
bien, ' Super Super appli quand je veut faire des dossier sur mes amis lol '
bien, ' J adore C est trop cool on ses maitre la musique que l on veux on peux aussi choisir les photo ses encore plus cool que retrica ( pour moi ) '
bien, ' Je suraimee C trop génial y a pas mieux pour décrire '
bien, ' Super sur wiko C\' est juste super je vous dit de l\' instaler ? '
neutre, ' J\' utilise beaucoup cet applic pour Instagram , tout pourrait être parfait mais ... gros problème : le noir et blanc des photos d\' origine est complètement détérioré durant le montage vidéo , donnant un aspect verdâtre : ( ( '
bien, ' J\' adore Je l\' utilise a chaque sortie avec des amis c génial '
bien, ' Trop cool Ses trop cool surtout avec la musique ouaaa- -- '
bien, ' J\' adore Cette apli je vous la conseille elle et tros bien '
bien, ' Kiff total J ador cette appli elle est utile '
bien, ' Super Seul petit bémol c qu\' on peut pas prendre de la musique de deezer sinon super '
bien, ' Wouaw J\' adore cette application elle est cool et facile à utiliser . '
mauvais, ' Ça soul les images s\' ajoutent sur la video le pourcentage s\' affiche et arriver a un moment le chargement s\' arrête et je dois recommencer mais ça marche pas ... J\' en ai marre ça fait 8 fois que je recommence ... '
bien, ' J\' adore Cette application est génial , elle me permet de faire une vidéo avec mes photos . Je n\' avais encore jamais trouver d\' application comme celle -ci . Je conseil cette application a tout le monde '
bien, ' J\' adore mais ... J\' adore je m\' en sert beaucoup le problème c\' est que je n\' arrive plus à publier mes vidéos sur instagram . Si non applis superbe ! '
bien, ' Très bien Cette application est superbe ; des montages pour faire avec vos amies ? Alors cette superbe application est recommander '
bien, ' Vraiment trop bien ? Je m\' en sert tout le temps et c\' est vraiment trop bien j\' adore c\' est pour sa que je met 5 étoiles '
bien, ' Android 5 Fonctionnement ok . '
bien, ' uper application toujours au top même si la concurrence gratuite arrive fort ce qui vous obligera sûrement à une politique tarifaire plus agressive . Continuez . '
bien, ' icoyote top du top Je me sert de cette application depuis 5 ans au début avec iphone 4 puis note 3 jamais de problème mais moin cher chez Samsung donc encore mieu '
bien, ' Juste parfait Quelques réglages a faire sur les limites de vitesse . Mais je vous la conseille vivement . ( liège Belgique ) '
bien, ' Très bien mais ... . . Fonctionne très bien , mais les alertes ne passent dans le Bluetooth de la voiture , donc aucun son lors de radar ou autre . Voilà le pourquoi des 4 étoiles . '
mauvais, ' Problèmes gênants Problème sur les indications vocales , qui continuent après les zones de danger(obliger de relancer l\' application ) , et qui ne sont pas toujours juste sur la vitesse limite de ces zones . '
